"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL2105527";"TETRAZEPAM";"CB 4261|TETRAZEPAM";"Small molecule";"4";"288.78";"";"";"3.61";"32.67";"2";"0";"0";"1";"N";"0.78";"None";"3.24";"3.14";"3.14";"1";"MOL";"0";"20";"3";"0";"0";"288.1029";"NEUTRAL";"C16H17ClN2O";"CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21"
"CHEMBL1201349";"HEXAFLUORENIUM";"HEXAFLURONIUM|Hexafluorenium";"Small molecule";"4";"502.75";"";"";"8.24";"0.00";"0";"0";"2";"9";"N";"0.16";"None";"None";"-0.28";"-0.28";"4";"MOL";"0";"38";"2";"0";"2";"502.3337";"NEUTRAL";"C36H42N2+2";"C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21"
"CHEMBL1237099";"DOXACURIUM CHLORIDE";"BW A938U DICHLORIDE|BW-A938U|DOXACURIUM CHLORIDE|Nuromax";"Small molecule";"4";"1106.14";"2";"19";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1034.5340";"None";"C56H78Cl2N2O16";"COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC.[Cl-].[Cl-]"
"CHEMBL1371";"CHLORZOXAZONE";"CHLORZOXAZONE|Chlorzoxazone|NSC-26189|PARAFON FORTE DSC|Paraflex|Parafon|Parafon Forte|Parafon-Forte|STRIFON FORTE DSC|Strifon";"Small molecule";"4";"169.57";"155";"652";"1.77";"46.00";"2";"1";"0";"0";"Y";"0.65";"9.39";"None";"1.94";"1.93";"2";"MOL";"0";"11";"3";"1";"0";"168.9931";"NEUTRAL";"C7H4ClNO2";"O=c1[nH]c2cc(Cl)ccc2o1"
"CHEMBL1360";"ATRACURIUM";"ATRACURIUM|Atracurium|Tracrium";"Small molecule";"4";"929.16";"10";"52";"8.07";"126.44";"12";"0";"3";"24";"N";"0.04";"None";"None";"-0.96";"-0.96";"4";"MOL";"0";"67";"14";"0";"3";"928.5074";"NEUTRAL";"C53H72N2O12+2";"COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC"
"CHEMBL703";"SUXAMETHONIUM";"Anectine|Quelicin|SUXAMETHONIUM|Succinylcholine|Sucostrin|Suxamethonium";"Small molecule";"4";"290.40";"17";"40";"0.27";"52.60";"4";"0";"0";"9";"N";"0.45";"None";"None";"-8.39";"-8.39";"0";"MOL";"0";"20";"6";"0";"0";"290.2195";"NEUTRAL";"C14H30N2O4+2";"C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C"
"CHEMBL1430";"PENICILLAMINE";"Cuprimine|D Mercaptovaline|D Penicillamine|DIMETHYLCYSTEINE|DISTAMINE|Depen|NSC-81549|PENICILLAMINE|Trolovol";"Small molecule";"4";"149.22";"141";"2218";"0.11";"63.32";"3";"3";"0";"2";"N";"0.49";"2.56";"9.09";"-2.15";"-2.15";"0";"MOL";"0";"9";"3";"3";"0";"149.0510";"ZWITTERION";"C5H11NO2S";"CC(C)(S)[C@@H](N)C(=O)O"
"CHEMBL435298";"ESFLURBIPROFEN";"BTS 24332|BTS-24332|ESFLURBIPROFEN";"Small molecule";"3";"244.26";"12";"14";"3.68";"37.30";"1";"1";"0";"3";"N";"0.89";"4.42";"None";"3.94";"1.07";"2";"MOL";"0";"18";"2";"1";"0";"244.0900";"ACID";"C15H13FO2";"C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1"
"CHEMBL701";"BACLOFEN";"BA-34,647|BA-34647|BACLOFEN|BACLOSPAS-10|GABLOFEN|Kemstro|LIORESAL INTRATH|LYFLEX|Lioresal|OZOBAX";"Small molecule";"4";"213.66";"145";"977";"1.86";"63.32";"2";"2";"0";"4";"N";"0.80";"3.89";"9.79";"-0.78";"-0.78";"1";"MOL";"0";"14";"3";"3";"0";"213.0557";"ZWITTERION";"C10H12ClNO2";"NCC(CC(=O)O)c1ccc(Cl)cc1"
"CHEMBL339427";"TUBOCURARINE";"TUBOCURARINE|Tubocurarine";"Small molecule";"4";"609.74";"12";"16";"6.70";"80.62";"7";"2";"2";"2";"N";"0.24";"8.54";"7.98";"3.23";"2.32";"4";"MOL";"0";"45";"8";"2";"2";"609.2959";"NEUTRAL";"C37H41N2O6+";"COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C"
"CHEMBL1200714";"CHLORMEZANONE";"CHLORMETHAZANONE|CHLORMEZANONE|LYSEEN NEW|Trancopal";"Small molecule";"4";"273.74";"18";"1517";"1.62";"54.45";"3";"0";"0";"1";"Y";"0.78";"None";"None";"0.92";"0.92";"1";"MOL";"0";"17";"4";"0";"0";"273.0226";"NEUTRAL";"C11H12ClNO3S";"CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1"
"CHEMBL2105945";"ACENEURAMIC ACID";"ACENEURAMIC ACID|UX001";"Small molecule";"3";"309.27";"1";"1";"-4.03";"184.62";"8";"7";"1";"9";"N";"0.21";"2.95";"None";"-3.95";"-7.43";"0";"MOL";"0";"21";"10";"7";"1";"309.1060";"ACID";"C11H19NO9";"CC(=O)N[C@H]([C@@H](O)CC(=O)C(=O)O)[C@@H](O)[C@H](O)[C@H](O)CO"
"CHEMBL404215";"PRIDINOL";"C-238|PRIDINOL|PRIDINOL MESILATE";"Small molecule";"0";"295.43";"58";"70";"3.80";"23.47";"2";"1";"0";"5";"N";"0.91";"13.36";"9.34";"3.70";"1.77";"2";"MOL";"0";"22";"2";"1";"0";"295.1936";"BASE";"C20H25NO";"OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1"
"CHEMBL2079611";"HYDROQUININE";"HYDROQUININE";"Small molecule";"0";"326.44";"1";"1";"3.40";"45.59";"4";"1";"0";"4";"N";"0.94";"13.89";"9.18";"2.82";"1.04";"2";"MOL";"0";"24";"4";"1";"0";"326.1994";"BASE";"C20H26N2O2";"CCC1CN2CCC1CC2[C@H](O)c1ccnc2ccc(OC)cc12"
"CHEMBL1697835";"FAZADINIUM BROMIDE";"AH 8165D|FAZADINIUM BROMIDE";"Small molecule";"0";"604.35";"1";"1";"5.40";"42.78";"4";"0";"1";"4";"N";"0.26";"None";"None";"-0.30";"-0.30";"6";"MOL";"0";"34";"6";"0";"1";"444.2051";"NEUTRAL";"C28H24Br2N6";"Cc1c(-c2ccccc2)n(/N=N/n2c(-c3ccccc3)c(C)[n+]3ccccc23)c2cccc[n+]12.[Br-].[Br-]"
"CHEMBL229128";"MEPHENESIN";"CRESOXYDIOL|DECONTRACTYL|MEPHENESIN|Tolserol";"Small molecule";"4";"182.22";"11";"21";"0.73";"49.69";"3";"2";"0";"4";"N";"0.72";"13.62";"None";"1.01";"1.01";"1";"MOL";"0";"13";"3";"2";"0";"182.0943";"NEUTRAL";"C10H14O3";"Cc1ccccc1OCC(O)CO"
"CHEMBL2104534";"STYRAMATE";"STYRAMATE";"Small molecule";"0";"181.19";"";"";"0.82";"72.55";"3";"2";"0";"3";"N";"0.72";"13.66";"None";"0.68";"0.68";"1";"MOL";"0";"13";"4";"3";"0";"181.0739";"NEUTRAL";"C9H11NO3";"NC(=O)OCC(O)c1ccccc1"
"CHEMBL2104283";"FEBARBAMATE";"FEBARBAMATE|GO-560|PHENOBAMATE";"Small molecule";"0";"405.45";"2";"19";"1.69";"128.03";"6";"2";"0";"10";"N";"0.45";"7.39";"None";"2.38";"2.08";"1";"MOL";"0";"29";"9";"3";"0";"405.1900";"NEUTRAL";"C20H27N3O6";"CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O"
"CHEMBL101";"PHENYLBUTAZONE";"Antadol|Azolid|BUTACOTE|Butaject|Butazolidin|DIPHENYLBUTAZONE|Elmedal|Equiphar|PHENYLBUTAZONE|Phenylbutazone|Pro-Bute";"Small molecule";"4";"308.38";"181";"2712";"3.79";"40.62";"2";"0";"0";"5";"N";"0.79";"5.00";"None";"4.14";"2.21";"2";"MOL";"0";"23";"4";"0";"0";"308.1525";"ACID";"C19H20N2O2";"CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O"
"CHEMBL1200648";"ROCURONIUM BROMIDE";"ESMERON|ORG 9426|ORG-9426|ROCURONIUM BROMIDE|Zemuron";"Small molecule";"4";"609.69";"8";"27";"4.41";"59.00";"5";"1";"1";"5";"N";"0.32";"None";"7.96";"-0.33";"-1.00";"0";"MOL";"0";"38";"6";"1";"1";"529.4000";"NEUTRAL";"C32H53BrN2O4";"C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-]"
"CHEMBL2105059";"MORNIFLUMATE";"MORNIFLUMATE|UP 164";"Small molecule";"0";"395.38";"3";"8";"3.33";"63.69";"6";"1";"0";"6";"N";"0.76";"None";"5.86";"4.77";"4.76";"2";"MOL";"0";"28";"6";"1";"0";"395.1457";"NEUTRAL";"C19H20F3N3O3";"O=C(OCCN1CCOCC1)c1cccnc1Nc1cccc(C(F)(F)F)c1"
