"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL1094982";"INOSITOL NIACINATE";"Hexopal|INOSITOL HEXANICOTINATE|INOSITOL NIACINATE|INOSITOL NICOTINATE|Linodil|Palohex|WIN 9154";"Small molecule";"0";"810.73";"3";"7";"3.72";"235.14";"18";"0";"2";"12";"N";"0.13";"None";"4.02";"3.88";"3.88";"6";"MOL";"0";"60";"18";"0";"2";"810.1922";"NEUTRAL";"C42H30N6O12";"O=C(O[C@H]1[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H]1OC(=O)c1cccnc1)c1cccnc1"
"CHEMBL1697825";"BUTALAMINE";"BUTALAMINE|LA 1221 [AS HYDROCHLORIDE]";"Small molecule";"0";"316.45";"1";"1";"4.05";"54.19";"5";"1";"0";"11";"N";"0.68";"11.54";"8.24";"4.92";"2.80";"2";"MOL";"0";"23";"5";"1";"0";"316.2263";"NEUTRAL";"C18H28N4O";"CCCCN(CCCC)CCNc1nc(-c2ccccc2)no1"
"CHEMBL707";"DOXAZOSIN";"C02CA04|Cardura|DOXAZOSIN|Doxazosin|UK-33274";"Small molecule";"4";"451.48";"153";"975";"1.72";"112.27";"9";"1";"0";"4";"N";"0.63";"12.67";"7.24";"2.14";"1.91";"3";"MOL";"0";"33";"10";"2";"0";"451.1856";"NEUTRAL";"C23H25N5O5";"COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC"
"CHEMBL3545313";"BEMPEDOIC ACID";"BEMPEDOIC ACID|ESP-55016|ETC-1002|ETC1002|NEXLETOL";"Small molecule";"4";"344.49";"2";"4";"4.47";"94.83";"3";"3";"0";"14";"N";"0.40";"4.44";"None";"5.30";"0.09";"0";"MOL";"0";"24";"5";"3";"0";"344.2563";"ACID";"C19H36O5";"CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O"
"CHEMBL601773";"DIHYDROERGOCRISTINE";"DIHYDROERGOCRISTINE|GNF-Pf-3462";"Small molecule";"0";"611.74";"19";"52";"2.72";"118.21";"6";"3";"1";"5";"N";"0.41";"9.69";"8.39";"3.83";"2.95";"3";"MOL";"0";"45";"10";"3";"1";"611.3108";"NEUTRAL";"C35H41N5O5";"CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O"
"CHEMBL3989444";"VISNADINE";"VISNADINE";"Small molecule";"2";"388.42";"";"";"3.53";"92.04";"7";"0";"0";"4";"N";"0.58";"None";"None";"3.38";"3.38";"2";"MOL";"0";"28";"7";"0";"0";"388.1522";"NEUTRAL";"C21H24O7";"CC[C@@H](C)C(=O)O[C@@H]1[C@H](OC(C)=O)c2c(ccc3ccc(=O)oc23)OC1(C)C"
"CHEMBL506569";"LANATOSIDE C";"CEDILANID|LANATOSIDE C";"Small molecule";"4";"985.13";"80";"122";"0.61";"288.28";"20";"8";"3";"11";"N";"0.10";"7.15";"None";"1.04";"0.59";"0";"MOL";"0";"69";"20";"8";"3";"984.4930";"NEUTRAL";"C49H76O20";"CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O"
"CHEMBL431";"SPIRAPRIL";"SPIRAPRIL|Spirapril";"Small molecule";"4";"466.63";"6";"13";"2.39";"95.94";"7";"2";"0";"9";"N";"0.54";"3.62";"5.20";"1.60";"-0.03";"1";"MOL";"0";"31";"7";"2";"0";"466.1596";"ACID";"C22H30N2O5S2";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2"
"CHEMBL1393";"SPIRONOLACTONE";"ABBOLACTONE|Aldactone|CAROSPIR|DIATENSEC|GX SPIRONOL|LARACTONE|NSC-150399|SC-9420|SPIRETIC|SPIROCTAN 100|SPIROCTAN 25|SPIROCTAN 50|SPIRONOLACTONE|SPIROSPARE 100|SPIROSPARE 25|Spironolactone";"Small molecule";"4";"416.58";"159";"883";"4.85";"60.44";"5";"0";"0";"1";"N";"0.57";"None";"None";"3.64";"3.64";"0";"MOL";"0";"29";"4";"0";"0";"416.2021";"NEUTRAL";"C24H32O4S";"CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21"
"CHEMBL1165";"MOEXIPRIL";"MOEXIPRIL|Moexipril|RS-10085|Uniretic|Univasc";"Small molecule";"4";"498.58";"8";"49";"2.58";"114.40";"7";"2";"0";"11";"N";"0.45";"3.46";"5.20";"1.50";"-0.08";"2";"MOL";"0";"36";"9";"2";"0";"498.2366";"ACID";"C27H34N2O7";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O"
